Movie Name,Storyline,story_length,word_count,char_length,clean_story
In Flight,"The night before Claire Reynolds' trip to Paris, she catches the eye of a mysterious, handsome stranger. That's the last thing she remembers before waking up on a plane with no recollection of what happened after that.",218,37,218,night claire reynolds trip paris catches eye mysterious handsome stranger thats last thing remembers waking plane recollection happened
Tikdam,"In a small hill town, a father plans to migrate to the big city. However, his young children embark on an adventurous mission to stop him, using every trick in the book. Will their efforts keep the family together?",214,39,214,small hill town father plans migrate big city however young children embark adventurous mission stop using every trick book efforts keep family together
Soda,"In 1956, a seamstress arrives in a Holocaust survivor community. Rumors surface about her past as Capo. Shalom, resistance fighter, torn between attraction and duty to expose her history. Community tensions rise over her true identity.",235,36,235,seamstress arrives holocaust survivor community rumors surface past capo shalom resistance fighter torn attraction duty expose history community tensions rise true identity
Luottomies-elokuva: All In,Tommi and Juhis come across the harsh realities of the crypto world.,68,12,68,tommi juhis come across harsh realities crypto world
The Goat,"Forced to marry one of the elders in her Egyptian village, 12-year-old Hadiya escapes, traversing across the desert in search of her father, with her family goat, who soon begins talking to her with the voice of her late mother.",228,40,228,forced marry one elders egyptian village yearold hadiya escapes traversing across desert search father family goat soon begins talking voice late mother
Mud Key,"A lefty lesbian couple and their lapdog accidentally beach their boat on a tiny remote Florida Key, crashing a right wing couple's campsite, and all must wait for the tide to come back in for them to get out.",208,39,208,lefty lesbian couple lapdog accidentally beach boat tiny remote florida key crashing right wing couples campsite must wait tide come back get
"Love, Wine & Salt: A Tuscan Romance","Amidst the hills of Tuscany, three friends embark on a vacation which turns into an unexpected romantic adventure, as they discover love with three sisters running a picturesque bed and breakfast, igniting the fury of their grandfather",235,37,235,amidst hills tuscany three friends embark vacation turns unexpected romantic adventure discover love three sisters running picturesque bed breakfast igniting fury grandfather
A Fisherman's Tale,"Legend says that long ago, nature thrived in harmony around the lake, until evil arrived. Men, blinded by dark desires, brought fear, hate, and death. Fishermen call it La Miringua, the one that drags you in the lake for your sins.",231,41,231,legend says long ago nature thrived harmony around lake evil arrived men blinded dark desires brought fear hate death fishermen call la miringua one drags lake sins
The Midway Point,"Jake, a high schooler on the autistic spectrum, feels disillusioned with the world. When he meets Alice, he begins to experience the world in other ways. Little does Jake know, Alice may have more in common with him than he could imagine.",238,42,238,jake high schooler autistic spectrum feels disillusioned world meets alice begins experience world ways little jake know alice may common could imagine
Toofan,Follows a born killer who rises to power and becomes the biggest toofan,71,13,71,follows born killer rises power becomes biggest toofan
Pantaskah Aku Berhijab,Growing up without a father figure makes Sofi's life lose direction. She is trapped in a toxic relationship and faces the bitter reality that made her career fall apart. But she has to keep fighting for herself and her family.,226,40,226,growing without father figure makes sofis life lose direction trapped toxic relationship faces bitter reality made career fall apart keep fighting family
